,page,country,rev_id,prediction,Geography,Population mid-2018 (millions)
20368,Dean of Jersey,Jersey,784051930,Start,,
20406,Vlastimil Tusar,Czech Republic,784145485,Start,,
20415,Doku Zavgayev,Chechen,784167327,Start,,
20419,Emile Mota,"Congo, Dem. Rep. of",784182810,Start,,
20424,Mark Brantley,Saint Kitts and Nevis,784208810,Start,,
20478,Emil Ghuri,Palestinian Territory,784373796,Stub,,
20487,Ernest Boka,Ivorian,784395089,Stub,,
20494,Le Mamea Ropati,Samoan,784413731,Start,,
20504,Erlendur Patursson,Faroese,784440060,Start,,
20515,"Alexander Coutanche, Baron Coutanche",Jersey,784462137,C,,
20525,Pío Romero Bosque,Salvadoran,784506431,Stub,,
20543,Allan Ross Welsh,Rhodesian,784562559,C,,
20588,Ali Jarbawi,Palestinian Territory,784662302,Start,,
20608,Frederick Tutu Goodwin,Cook Island,784686871,Start,,
20613,Geoffrey Rowland,Guernsey,784691815,Start,,
20615,George Cathcart,Cape Colony,784693349,Start,,
20629,Henry Harvey Williams,Saint Vincent and the Grenadines,784724223,Start,,
20635,Henry Torrens,Cape Colony,784726341,Start,,
20653,John Moore Caldicott,Rhodesian,784757829,Start,,
20654,John Ralph Beaumont,Rhodesian,784758963,Start,,
20659,Frederick Schermbrucker,Cape Colony,784765242,Start,,
20665,Leonard Ray Morgan,Rhodesian,784769027,Start,,
20667,List of Bailiffs of Guernsey,Guernsey,784770354,Start,,
20678,Monica Dacon,Saint Vincent and the Grenadines,784784479,Start,,
20683,Ngamau Munokoa,Cook Island,784786128,Start,,
20698,Raleigh Grey,Rhodesian,784826325,Start,,
20702,Petr Bendl,Czech Republic,784826685,Start,,
20703,Petr Gandalovič,Czech Republic,784826720,Start,,
20705,Richard Solomon (Attorney General),Cape Colony,784829553,Start,,
20706,Robert Clarkson Tredgold,Rhodesian,784830601,Start,,
20708,Robert James Hudson,Rhodesian,784831407,B,,
20719,Terry Le Sueur,Jersey,784849252,Stub,,
20723,Tony Longrigg,Montserratian,784856577,Stub,,
20724,Walter Hely-Hutchinson,Cape Colony,784862369,Start,,
20728,William Harper (Rhodesian politician),Rhodesian,784870217,FA,,
20733,Deborah Barnes-Jones,Montserratian,784875662,Start,,
20759,Tomáš Vandas,Czech Republic,784968648,Start,,
20765,Rowan Cronjé,Rhodesian,784974615,GA,,
20769,Jamal al-Jamal,Palestinian Territory,784977752,Start,,
20814,Robert Mayr-Harting,Czech Republic,785085345,Stub,,
20821,Marie Grace Augustin,Saint Lucian,785101569,C,,
20858,Aziz Aliyev,Dagestani,785202362,C,,
20889,Alfonso Quiñónez Molina,Salvadoran,785229840,Stub,,
20929,Lee Hae-chan,South Korean,785317852,Start,,
20970,Karel Havlíček Borovský,Czech Republic,785407597,C,,
21016,David Aubrey Scott,Pitcairn Islands,785508390,Start,,
21021,Mukhu Aliyev,Dagestani,785532389,Start,,
21038,Tui Manuʻa Elisala,Samoan,785553682,Start,,
21043,Henry White (Cape Treasurer General),Cape Colony,785566972,C,,
21073,Ntfombi of Swaziland,Swaziland,785654533,C,,
21197,Jamal al-Husayni,Palestinian Territory,785938135,B,,
21198,Musa al-Husayni,Palestinian Territory,785938199,B,,
21199,Salim al-Husayni,Palestinian Territory,785938222,Stub,,
21242,Jorge Meléndez,Salvadoran,786063735,Stub,,
21254,Carmen Elena Figueroa,Salvadoran,786068145,Stub,,
21287,Jacobus Wilhelmus Sauer,Cape Colony,786142993,C,,
21300,Jan Černý,Czech Republic,786162238,Stub,,
21302,María Antonieta de Bográn,Hondura,786165176,Stub,,
21308,Don Filleul,Jersey,786175308,Stub,,
21317,Zakan Jugelia,Abkhazia,786203824,Start,,
21326,Head of the Chechen Republic,Chechen,786231010,Start,,
21387,Guy Powles,Tokelauan,786375181,C,,
21389,Paulin Brune,French Guiana,786385007,Stub,,
21401,Josef Frank (politician),Czech Republic,786399604,Stub,,
21445,Felipe Codallos,Salvadoran,786492357,Stub,,
21446,Tomás Regalado (Salvadoran politician),Salvadoran,786492366,Stub,,
21481,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,Stub,,
21493,Edgar Whitehead,Rhodesian,786601705,Start,,
21498,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217,Start,,
21506,Henry Puna,Cook Island,786648340,C,,
21511,Henry Hamilton Beamish,Rhodesian,786659504,Start,,
21544,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,Start,,
21551,Mata'afa,Samoan,786776338,Start,,
21564,Charles Lennox Stretch,Cape Colony,786803200,Start,,
21618,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,C,,
21658,John Tengo Jabavu,Cape Colony,786916027,Start,,
21690,Philip John Stigant,Cape Colony,786972727,Start,,
21706,Kuniwo Nakamura,Palauan,786992351,Start,,
21723,Augustus Asplet Le Gros,Jersey,787012860,Start,,
21741,Philippe Langlois,Jersey,787046159,Stub,,
21742,Moana Ioane,Cook Island,787050138,Stub,,
21774,Lionel Cripps,Rhodesian,787105083,Start,,
21782,Étienne Mentor,Martinique,787128336,Start,,
21793,A. R. Colquhoun,Rhodesian,787147677,Start,,
21810,Mairbek Sheripov,Chechen,787163671,Stub,,
21835,Mustafa Barghouti,Palestinian Territory,787198183,C,,
21860,Marguerite Story,Cook Island,787227714,Start,,
21929,François Amichia,Ivorian,787310676,Stub,,
21954,Ernest Moutoussamy,Guadeloupe,787332894,Start,,
22048,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464,Start,,
22063,Abdel Hafiz Nofal,Palestinian Territory,787385830,Start,,
22160,Agnethe Davidsen,Greenlandic,787423025,Stub,,
22172,Aboubakar Diaby Ouattara,Ivorian,787437447,Stub,,
22180,Zaki al-Ghul,Palestinian Territory,787447130,Stub,,
22183,Oslo I Accord,Palestinian Territory,787453135,C,,
22235,Polataivao Fosi,Samoan,787519332,C,,
22262,Henry Pottinger,Cape Colony,787552653,C,,
22276,Adam Bombolé,"Congo, Dem. Rep. of",787602247,Stub,,
22279,Transvaal Civil War,South African Republic,787611475,C,,
22320,Gerty Archimede,Guadeloupe,787680195,Stub,,
22324,Adly Yaish,Palestinian Territory,787691185,Stub,,
22340,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913,Stub,,
22341,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080,B,,
22394,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355,Start,,
22429,John McChlery,Rhodesian,787854502,Stub,,
22518,"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352,Start,,
22523,Luboš Dobrovský,Czech Republic,787952395,Stub,,
22526,Bedřich Moldan,Czech Republic,787952868,Stub,,
22529,Diane Lewis (Guernsey legislator),Guernsey,787954113,Stub,,
22530,Wendy Morgan (politician),Guernsey,787954138,Stub,,
22533,Sarah Craig Ferguson,Jersey,787955357,Stub,,
22534,Wendy Kinnard,Jersey,787955613,Stub,,
22536,Iris Le Feuvre,Jersey,787956265,Start,,
22537,Judy Martin (politician),Jersey,787956300,Stub,,
22538,Kristina Moore,Jersey,787956364,Start,,
22539,Susan Pinel,Jersey,787956392,Stub,,
22540,Shona Pitman,Jersey,787956492,Stub,,
22541,Anne Pryke,Jersey,787956513,Stub,,
22542,Corrie Stein,Jersey,787956597,Stub,,
22544,Tracey Vallois,Jersey,787957954,Stub,,
22554,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,Start,,
22557,Camillo Gonsalves,Saint Vincent and the Grenadines,787976333,Start,,
22563,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838,Stub,,
22610,Intissar al-Wazir,Palestinian Territory,788004334,Start,,
22642,Martin Palouš,Czech Republic,788015952,Start,,
22646,Milena Pires,East Timorese,788017619,Start,,
22656,Muhammad Abu Tir,Palestinian Territory,788019130,C,,
22668,"Palestinian general election, 1996",Palestinian Territory,788023506,C,,
22671,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194,C,,
22680,Protocol Concerning the Redeployment in Hebron,Palestinian Territory,788026998,C,,
22709,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,Stub,,
22722,Youssouf Bakayoko,Ivorian,788065543,Stub,,
22745,Thomas Charles Scanlen,Cape Colony,788098639,C,,
22760,Hermann Zwierzina,Czech Republic,788121309,Stub,,
22815,Yousef al-Khalidi,Palestinian Territory,788159128,Stub,,
22840,Eduard Zeman,Czech Republic,788178766,Stub,,
22867,List of mayors of Nablus,Palestinian Territory,788189214,Stub,,
22912,Clement Arrindell,Saint Kitts and Nevis,788231533,Start,,
22923,Médard Albrand,Guadeloupe,788239179,Stub,,
22924,Apenera Short,Cook Island,788240713,Start,,
22949,Doroteo Vasconcelos,Salvadoran,788264133,GA,,
22961,Henry Lémery,Martinique,788271645,GA,,
23025,Harold Smedley,Pitcairn Islands,788318957,Start,,
23029,Chantal Compaoré,Ivorian,788330706,C,,
23045,Saul Solomon,Cape Colony,788361321,C,,
23092,Richard Bienert,Czech Republic,788410657,Start,,
23104,Désiré Tagro,Ivorian,788421683,Start,,
23126,Khalil al-Hayya,Palestinian Territory,788437086,Stub,,
23136,Peter de Havilland,Guernsey,788446515,C,,
23137,Alfredo Cristiani,Salvadoran,788447923,C,,
23141,Alfredo Pires,East Timorese,788450147,Stub,,
23154,Mamadou Koulibaly,Ivorian,788462808,C,,
23161,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,Start,,
23225,Pascal Affi N'Guessan,Ivorian,788498433,B,,
23227,Mana Strickland,Cook Island,788499686,Start,,
23234,President of the Palestinian National Authority,Palestinian Territory,788509815,B,,
23284,Tommy Remengesau,Palauan,788566799,C,,
23285,Thomas Remengesau Sr.,Palauan,788566961,Stub,,
23288,Ngiratkel Etpison,Palauan,788567219,Start,,
23307,Fathi Ahmad Hammad,Palestinian Territory,788591724,Stub,,
23343,Tony Tuimavave,Samoan,788649434,Start,,
23371,Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768,Start,,
23429,Thomas Upington,Cape Colony,788717893,C,,
23485,Alvina Reynolds,Saint Lucian,788727127,Stub,,
23874,Alfred Almont,Martinique,788793894,Stub,,
23957,Thierry Robert,French Guiana,788799439,Stub,,
24072,Louis-Joseph Manscour,Martinique,788807319,Stub,,
24081,Juliana Rimane,French Guiana,788807577,Stub,,
24082,Joël Beaugendre,Guadeloupe,788807612,Stub,,
24145,Hélène Vainqueur-Christophe,Guadeloupe,788810121,Stub,,
24166,Gabrielle Louis-Carabin,Guadeloupe,788814960,Stub,,
24215,Daniel Marsin,Guadeloupe,788815849,Stub,,
24236,Étienne Djaument,Ivorian,788825623,Stub,,
24247,Victor Biaka Boda,Ivorian,788825785,Stub,,
24248,Thélus Léro,Martinique,788825794,Stub,,
24254,Raphaël Etifier,Martinique,788825979,Stub,,
24262,Pierre Monnerville,Guadeloupe,788826068,Stub,,
24265,Paul Symphor,Martinique,788827072,Stub,,
24290,Lucius-Duquesnes Gustave,Guadeloupe,788827709,Stub,,
24291,Lucien Bernier,Guadeloupe,788827724,Stub,,
24294,Loubo Augustin Djessou,Ivorian,788827789,Stub,,
24296,Jules Patient,French Guiana,788827828,Stub,,
24313,Rahila Al Riyami,Omani,788828342,Stub,,
24318,Gaston Monnerville,French Guiana,788828507,Start,,
24324,Eugénie Éboué-Tell,French Guiana,788828649,Stub,,
24329,Clovis Renaison,Guadeloupe,788828762,Stub,,
24331,Christiane Taubira,French Guiana,788828802,C,,
24354,Léopold Héder,French Guiana,788830652,Stub,,
24390,Léon Bertrand,French Guiana,788837401,Start,,
24956,William (Smiley) Heather,Cook Island,788897273,Start,,
24957,Rose Toki-Brown,Cook Island,788897549,Stub,,
24959,Teina Bishop,Cook Island,788898457,Start,,
24962,Pumati Israela,Cook Island,788899523,Stub,,
25217,Abdullah Rimawi,Palestinian Territory,788953220,GA,,
25550,William Henry Bramble,Montserratian,788976365,C,,
25556,Yahya Hammuda,Palestinian Territory,788988278,Stub,,
25580,Justin Catayée,French Guiana,789009266,Stub,,
25597,Niels Winther Poulsen,Faroese,789029085,Stub,,
25602,Raul Eshba,Abkhazia,789039267,Stub,,
25619,Andrej Einspieler,Carniolan,789072979,Start,,
25647,Václav Hampl,Czech Republic,789102318,Start,,
25655,Andries Stockenström (judge),Cape Colony,789120101,C,,
25764,Hani al-Hassan,Palestinian Territory,789228790,Start,,
25786,Robert Wynyard,Cape Colony,789258720,C,,
25825,Ivan Lorković,Carniolan,789263095,Start,,
26089,Janko Kersnik,Carniolan,789273199,Start,,
26708,Bjørt Samuelsen,Faroese,789306157,Start,,
26763,Jenis av Rana,Faroese,789307497,Start,,
26764,Heðin Mortensen,Faroese,789307569,Start,,
26765,Rasmus Effersøe,Faroese,789307632,Start,,
26770,Trygvi Samuelsen,Faroese,789308387,Start,,
26771,Eilif Samuelsen,Faroese,789308554,Stub,,
26830,Jógvan Skorheim,Faroese,789310556,Start,,
26946,Alu Alkhanov,Chechen,789327678,C,,
26956,Adam Delimkhanov,Chechen,789328171,Start,,
26957,Alexander Dzasokhov,Ossetian,789328182,Start,,
26988,Magomedali Magomedov,Dagestani,789329935,Start,,
27058,Gabriel Serville,French Guiana,789340739,Stub,,
27246,Antipas Mbusa,"Congo, Dem. Rep. of",789437538,Start,,
27294,Aké Loba,Ivorian,789476691,Stub,,
27301,Laurent Mbariko,"Congo, Dem. Rep. of",789487250,Start,,
27344,Jeremiah Chirau,Rhodesian,789545107,Stub,,
27353,Miroslav Grebeníček,Czech Republic,789546047,Stub,,
27354,Vlasta Štěpová,Czech Republic,789546066,Stub,,
27355,Egon Lánský,Czech Republic,789546079,Start,,
27356,Antonín Prachař,Czech Republic,789546102,Stub,,
27357,Milan Horálek,Czech Republic,789546147,Stub,,
27407,Orle Solís,Hondura,789599196,Stub,,
27408,Sergio Arturo Castellanos,Hondura,789599235,Stub,,
27409,Hipólita Rodríguez,Hondura,789599241,Stub,,
27410,German Leitzelar,Hondura,789599248,Stub,,
27411,Marco Antonio Andino,Hondura,789599260,Stub,,
27412,Lisandro Mauricio Arias,Hondura,789599265,Stub,,
27413,José Azcona Bocock,Hondura,789599272,Stub,,
27414,Yadira Bendaña,Hondura,789599288,Stub,,
27415,José Rosario Bonano,Hondura,789599294,Stub,,
27416,Romualdo Bueso Melghem,Hondura,789599300,Stub,,
27417,Teófilo Enamorado,Hondura,789599316,Stub,,
27418,Gabo Alfredo Jalil,Hondura,789599319,Stub,,
27419,Eleazar Alexander Juárez,Hondura,789599323,Stub,,
27420,Carlos Alfredo Lara Watson,Hondura,789599331,Stub,,
27421,Wenceslao Lara Orellana,Hondura,789599336,Stub,,
27422,Maria Aracely Leiva,Hondura,789599343,Stub,,
27423,Fredy Renán Nájera,Hondura,789599348,Stub,,
27424,Waldina Paz,Hondura,789599355,Stub,,
27425,Jesús Dagoberto Perdomo,Hondura,789599360,Stub,,
27426,Modesto Rodas Alvarado,Hondura,789599369,Stub,,
27427,Erick Mauricio Rodríguez,Hondura,789599374,Stub,,
27428,Víctor Rolando Sabillón,Hondura,789599381,Stub,,
27429,Dennis Antonio Sánchez,Hondura,789599388,Stub,,
27430,Elman Joel Sandoval,Hondura,789599393,Stub,,
27431,Mario Edgardo Segura,Hondura,789599398,Stub,,
27432,Perla Simons,Hondura,789599401,Stub,,
27433,Felipe Zúniga del Cid,Hondura,789599406,Stub,,
27434,Juan Francisco Argeñal,Hondura,789599415,Stub,,
27435,Nasry Asfura,Hondura,789599418,Stub,,
27436,Yaudet Burbara,Hondura,789599427,Stub,,
27437,Oscar Orlando Burgos,Hondura,789599429,Stub,,
27438,Wilfredo Bustillo Castellanos,Hondura,789599434,Stub,,
27439,Victoria Carrasco,Hondura,789599444,Stub,,
27440,Gladys Bernarda Casco,Hondura,789599449,Stub,,
27441,Rigoberto Chang Castillo,Hondura,789599455,Stub,,
27442,María Teresa Chávez,Hondura,789599463,Stub,,
27443,Alberto Chedrani,Hondura,789599476,Stub,,
27444,Celín Discua,Hondura,789599485,Stub,,
27445,Martha Concepción Figueroa,Hondura,789599488,Stub,,
27446,Brenda Mercedes Flores,Hondura,789599496,Stub,,
27447,Julio César Gámez Interiano,Hondura,789599506,Stub,,
27448,Roberto Gámez Panchamé,Hondura,789599509,Stub,,
27449,Miguel Ángel Gámez,Hondura,789599513,Stub,,
27450,Lorena Enriqueta Herrera,Hondura,789599522,Stub,,
27451,Rodolfo Irias Navas,Hondura,789599528,Stub,,
27452,Abraham Kafati Díaz,Hondura,789599532,Stub,,
27453,Juan Fernando Lobo,Hondura,789599542,Stub,,
27454,Miguel Edgardo Martínez,Hondura,789599547,Stub,,
27455,Eliseo Noel Mejía,Hondura,789599561,Stub,,
27456,Oscar Ramón Nájera,Hondura,789599562,Stub,,
27457,Claudio Roberto Perdomo,Hondura,789599568,Stub,,
27458,Mario Alonso Pérez López,Hondura,789599570,Stub,,
27459,Milton Jesús Puerto,Hondura,789599575,Stub,,
27460,Oswaldo Ramos Soto,Hondura,789599581,Stub,,
27461,Donaldo Ernesto Reyes,Hondura,789599586,Stub,,
27462,Antonio Rivera Callejas,Hondura,789599589,Stub,,
27463,José Juan Rivera Ramos,Hondura,789599594,Stub,,
27464,Salvador Valeriano Pineda,Hondura,789599607,Stub,,
27465,Welsy Vásquez,Hondura,789599609,Stub,,
27466,José Rodolfo Zelaya,Hondura,789599615,Stub,,
27467,Yessenia Coely Zelaya,Hondura,789599618,Stub,,
27468,Adela Elizabeth Zúñiga,Hondura,789599620,Stub,,
27469,Ramón Villeda Bermúdez,Hondura,789600726,Stub,,
27470,Jorge Aguilar Paredes,Hondura,789600760,Stub,,
27471,Andrés Pavón,Hondura,789600953,Stub,,
27472,Marvin Ponce,Hondura,789600975,Stub,,
27473,Jorge Elvir,Hondura,789601015,Stub,,
27474,Rodolfo Padilla Sunseri,Hondura,789601536,Stub,,
27584,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927,C,,
27585,Ivan Šusteršič,Carniolan,789681987,Start,,
27588,Winston Field,Rhodesian,789689591,C,,
27595,Louis Zachariasen,Faroese,789708924,Start,,
27663,"Sir Philip Carteret, 1st Baronet",Jersey,789753704,Stub,,
27664,"Sir Philip Carteret, 2nd Baronet",Jersey,789753711,Stub,,
27671,Arnhim Eustace,Saint Vincent and the Grenadines,789761357,Start,,
27672,List of rulers of Oman,Omani,789761641,B,,
27693,Arsene James,Saint Lucian,789789654,Stub,,
27790,Bagrat Shinkuba,Abkhazia,789818648,Start,,
27791,Samson Chanba,Abkhazia,789818730,Start,,
27826,Alfred Marie-Jeanne,Martinique,789854706,Stub,,
27850,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887,Start,,
27866,John Kemys Spencer-Churchill,Montserratian,789918293,Stub,,
27882,Gavin St Pier,Guernsey,789938377,Stub,,
27883,Rodolphe Alexandre,French Guiana,789939904,Stub,,
27884,Georges Othily,French Guiana,789940008,Stub,,
27894,Aslambek Aslakhanov,Chechen,789949907,Stub,,
27897,Aslanbek Bulatsev,South Ossetian,789950396,Start,,
27963,Raynold Oilouch,Palauan,789983618,Stub,,
28148,Howard Unwin Moffat,Rhodesian,790010191,Start,,
28162,Bheki Dlamini,Swaziland,790010530,Stub,,
28163,Bhekimpi Dlamini,Swaziland,790010540,Stub,,
28164,Jameson Mbilini Dlamini,Swaziland,790010556,Stub,,
28165,Lutfo Dlamini,Swaziland,790010558,Stub,,
28166,Mabandla Dlamini,Swaziland,790010563,Stub,,
28167,Makhosini Dlamini,Swaziland,790010573,Stub,,
28168,Mphiwa Dlamini,Swaziland,790010577,Stub,,
28169,Obed Dlamini,Swaziland,790010578,Stub,,
28170,Paul Dlamini,Swaziland,790010579,Stub,,
28171,Themba Dlamini,Swaziland,790010705,Stub,,
28172,Njabulo Mabuza,Swaziland,790010716,Stub,,
28173,Charles Myeza,Swaziland,790010723,Stub,,
28174,Sishayi Nxumalo,Swaziland,790010729,Stub,,
28175,Paul Shabangu,Swaziland,790010732,Stub,,
28176,Trusty Gina,Swaziland,790010783,Stub,,
28177,Marwick Khumalo,Swaziland,790010820,Stub,,
28178,Lazarus Salii,Palauan,790011394,Stub,,
28234,Prince Sozisa Dlamini,Swaziland,790090661,B,,
28258,Albertine Baclet,Guadeloupe,790100830,Stub,,
28373,Yu Myung-hwan,South Korean,790178486,Stub,,
28374,Yoon Young-kwan,South Korean,790178940,Start,,
28375,Yoon Jeung-hyun,South Korean,790179508,Stub,,
28377,Suh Sang-chul,South Korean,790180349,Start,,
28407,Philipp von Cobenzl,Carniolan,790213148,Start,,
28436,Aya Virginie Toure,Ivorian,790279945,C,,
28484,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,Start,,
28525,Antonín Novotný,Czech Republic,790372008,C,,
28549,Ngedikes Olai Uludong,Palauan,790410665,Start,,
28566,Mireya Agüero,Hondura,790412309,Stub,,
28567,María Dolores Agüero,Hondura,790412332,Start,,
28578,Sarah Flood-Beaubrun,Saint Lucian,790422420,Start,,
28589,Sandra Pierantozzi,Palauan,790423026,Stub,,
28632,Bak Maeng-woo,South Korean,790471224,C,,
28639,"Henry Carteret, 1st Baron Carteret",Jersey,790484914,C,,
28694,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,Start,,
28717,Zuzana Brzobohatá,Czech Republic,790608148,Stub,,
28718,Alena Palečková,Czech Republic,790608180,Stub,,
28719,Zuzana Roithová,Czech Republic,790608186,Start,,
28746,Reuben Meade,Montserratian,790614135,Start,,
28755,Andreas Fakudze,Swaziland,790636139,Stub,,
28765,Salesio Lui,Tokelauan,790644183,Stub,,
28766,Kuresa Nasau,Tokelauan,790644216,Stub,,
28769,Patuki Isaako,Tokelauan,790644404,Stub,,
28772,Kolouei O'Brien,Tokelauan,790647368,Stub,,
28805,Bashir Barghouti,Palestinian Territory,790695172,Start,,
28835,Bassam as-Salhi,Palestinian Territory,790721748,Stub,,
28842,Anicet Kashamura,"Congo, Dem. Rep. of",790738130,Stub,,
28893,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510,Stub,,
28940,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,Start,,
28973,Sophie Kanza,"Congo, Dem. Rep. of",790942655,Start,,
29048,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,Stub,,
29106,Francis Weston,Guernsey,791169532,C,,
29116,Bernard Zadi Zaourou,Ivorian,791177695,Stub,,
29200,Betty Christian,Pitcairn Islands,791265995,Start,,
29290,Martin Jahn,Czech Republic,791374581,Start,,
29294,Lee Wan-koo,South Korean,791389950,Start,,
29496,Jacques Cornano,Guadeloupe,791685556,Start,,
29497,Jacques Gillot,Guadeloupe,791685684,Stub,,
29498,Antoine Karam,French Guiana,791685731,Stub,,
29500,Georges Patient,French Guiana,791685933,Stub,,
29569,Ruslan Khasbulatov,Chechen,791803238,Start,,
29574,Óscar Osorio,Salvadoran,791821555,Start,,
29654,Khalida Jarrar,Palestinian Territory,791881528,B,,
29657,Tuimaleali'ifano,Samoan,791884820,Stub,,
29679,Rosa Elena Bonilla,Hondura,791906998,Stub,,
29680,Xiomara Castro,Hondura,791907048,C,,
29681,Lourdes Rodríguez de Flores,Salvadoran,791907279,Stub,,
29682,Álvaro Magaña,Salvadoran,791907345,Stub,,
29686,Salvador Castaneda Castro,Salvadoran,791911972,B,,
29722,Wilfred Bennett Davidson-Houston,Montserratian,791981452,Start,,
29735,List of Presidents of Somaliland,Somaliland,792010538,Start,,
29745,Charles Kisolokele,"Congo, Dem. Rep. of",792037043,Start,,
29746,Kim Chang-ryong,South Korean,792037093,Start,,
29762,Eduardo Gauggel Medina,Hondura,792070727,Stub,,
29841,Philip Edmond Wodehouse,Cape Colony,792178662,C,,
29956,Julio Adalberto Rivera Carballo,Salvadoran,792385744,Start,,
29984,Tapley Seaton,Saint Kitts and Nevis,792406694,Start,,
29992,Pavel Rychetský,Czech Republic,792417439,Start,,
29994,Richard Collas,Guernsey,792424069,Start,,
30016,Gustáv Slamečka,Czech Republic,792476721,Start,,
30060,Frank Walker (Jersey politician),Jersey,792567273,Start,,
30076,Annika Olsen,Faroese,792595685,Start,,
30084,Kamel al-Budeiri,Palestinian Territory,792611747,Start,,
30087,Zuheir Mohsen,Palestinian Territory,792615206,C,,
30261,Magomedsalam Magomedov,Dagestani,792949749,Start,,
30290,Élie Castor,French Guiana,793002652,Stub,,
30295,"Heroes' Acre, Pretoria",South African Republic,793010122,Start,,
30329,Edvard Kožušník,Czech Republic,793087579,Stub,,
30349,Dave Solomon (rugby),Samoan,793129536,Start,,
30411,Carlos Escaleras,Hondura,793178396,Start,,
30414,Carlos Gabriel Kattán,Hondura,793179072,Stub,,
30421,Carlos Ramón Aguilar Guifarro,Hondura,793183704,Stub,,
30424,Carlos Salazar Castro,Salvadoran,793184472,Start,,
30462,Carolyn Labey,Jersey,793221391,Stub,,
30491,Mário Viegas Carrascalão,East Timorese,793270640,B,,
30494,Páll á Reynatúgvu,Faroese,793276089,Start,,
30495,Atli Dam,Faroese,793277402,Start,,
30498,Thomas Dundas (British Army officer),Guadeloupe,793286976,Start,,
30501,Va'ai Kolone,Samoan,793294077,Start,,
30547,Maurice Satineau,Guadeloupe,793353218,Stub,,
30549,Henrik Old,Faroese,793353435,Stub,,
30552,Victor Carey,Guernsey,793355768,C,,
30582,Marita Petersen,Faroese,793394960,Start,,
30591,Cecil Stanley Harrison,Jersey,793405839,Stub,,
30644,Antoine Ghonda,"Congo, Dem. Rep. of",793411567,Start,,
30653,Ndumiso Mamba,Swaziland,793428048,Stub,,
30675,José Abílio Osório Soares,East Timorese,793454583,Start,,
30771,Chantal Berthelot,French Guiana,793613477,Stub,,
30789,Maximiliano Hernández Martínez,Salvadoran,793642670,C,,
30790,Jan Masaryk,Czech Republic,793642926,C,,
30791,Charles Aken Fairbridge,Cape Colony,793643575,Stub,,
30826,Charles Konan Banny,Ivorian,793682835,Start,,
30850,Abdel-Razak al-Yehiyeh,Palestinian Territory,793718428,Start,,
30950,Elizabeth Carriere,Montserratian,793896767,Stub,,
30970,Tamaseu Leni Warren,Samoan,793926721,Stub,,
31042,Reynaldo Galindo Pohl,Salvadoran,794052085,Stub,,
31059,Raymond Guilliod,Guadeloupe,794067588,Stub,,
31063,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,Start,,
31106,Paul Bolya,"Congo, Dem. Rep. of",794134715,Start,,
31113,Jan Koukal,Czech Republic,794146543,Stub,,
31132,Abu Ali Mustafa,Palestinian Territory,794170874,Start,,
31133,Sergey Abramov (politician),Chechen,794171049,Stub,,
31153,William Howley Goodenough,Cape Colony,794193433,Start,,
31154,Christine Adjobi,Ivorian,794194775,Stub,,
31165,Mata'afa Iosefo,Samoan,794202189,Start,,
31238,George Thomas Napier,Cape Colony,794346758,Start,,
31304,Ciro Cruz Zepeda,Salvadoran,794459622,Start,,
31321,Salah Khalaf,Palestinian Territory,794482018,C,,
31322,José Alfredo Saavedra,Hondura,794482135,Stub,,
31358,Ken Flower,Rhodesian,794528943,Start,,
31380,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394,Stub,,
31414,"Clarens, Switzerland",South African Republic,794593079,Start,,
31421,Malek Bin Sulaiman Al Ma'amari,Omani,794599835,Stub,,
31452,Yun Duk-min,South Korean,794638210,Stub,,
31511,William Butler (British Army officer),Cape Colony,794705198,C,,
31525,"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141,C,,
31584,Konris Maynard,Saint Kitts and Nevis,794794927,Stub,,
31586,Robert Wigmore,Cook Island,794802546,Start,,
31587,Pukeiti Pukeiti,Cook Island,794802590,Stub,,
31634,Malik Saidullaev,Chechen,794893770,Start,,
31656,Meralda Warren,Pitcairn Islands,794905581,C,,
31660,Léon Damas,French Guiana,794908987,Start,,
